2049	0.00	0.00
2064	0.00	0.00
2080	0.00	0.00
2097	0.00	0.00
2112	0.00	0.00
2128	0.00	0.00
2145	0.00	0.00
2160	0.00	0.00
2177	0.00	0.00
2192	0.00	0.00
2208	0.00	0.00
2225	0.00	0.00
2240	0.00	0.00
2256	0.00	0.00
2273	0.00	0.00
2288	0.00	0.00
2305	0.00	0.00
2320	0.00	0.00
2336	0.00	0.00
2353	0.00	0.00
2368	0.00	0.00
2384	0.00	0.00
2401	0.00	0.00
2416	0.00	0.00
2433	0.00	0.00
2448	0.00	0.00
2464	0.00	0.00
2481	0.00	0.00
2496	0.00	0.00
2512	0.00	0.00
2529	0.00	0.00
2544	0.00	0.00
2561	0.00	0.00
2576	0.00	0.00
2592	0.00	0.00
2609	0.00	0.00
2624	0.00	0.00
2640	0.00	0.00
2657	0.00	0.00
2672	0.00	0.00
2689	0.00	0.00
2704	0.00	0.00
2720	0.00	0.00
2737	0.00	0.00
2752	0.00	0.00
2768	0.00	0.00
2785	0.00	0.00
2800	0.00	0.00
2817	0.00	0.00
2832	0.00	0.00
2848	0.00	0.00
2865	0.00	0.00
2880	0.00	0.00
2896	0.00	0.00
2913	0.00	0.00
2928	0.00	0.00
2945	0.00	0.00
2960	0.00	0.00
2976	0.00	0.00
2993	0.00	0.00
3008	0.00	0.00
3024	0.00	0.00
3041	0.00	0.00
3056	0.00	0.00
3073	0.00	0.00
3088	0.00	0.00
3104	0.00	0.00
3121	0.00	0.00
3136	0.00	0.00
3152	0.00	0.00
3169	0.00	0.00
3184	0.00	0.00
3201	0.00	0.00
3216	0.00	0.00
3232	0.00	0.00
3249	0.00	0.00
3264	0.00	0.00
3280	0.00	0.00
3297	0.00	0.00
3312	0.00	0.00
3329	0.00	0.00
3344	0.00	0.00
3360	0.00	0.00
3377	0.00	0.00
3392	0.00	0.00
3408	0.00	0.00
3425	0.00	0.00
3440	0.00	0.00
3457	0.00	0.00
3472	0.00	0.00
3488	0.00	0.00
3505	0.00	0.00
3520	0.00	0.00
3536	0.00	0.00
3553	0.00	0.00
3568	0.00	0.00
3585	0.00	0.00
3600	0.00	0.00
3616	0.00	0.00
3633	0.00	0.00
3648	0.00	0.00
3664	0.00	0.00
3681	0.00	0.00
3696	0.00	0.00
3713	0.00	0.00
3728	0.00	0.00
3744	0.00	0.00
3761	0.00	0.00
3776	0.00	0.00
3792	0.00	0.00
3809	0.00	0.00
3824	0.00	0.00
3841	0.00	0.00
3856	0.00	0.00
3872	0.00	0.00
3889	0.00	0.00
3904	0.00	0.00
3920	0.00	0.00
3937	0.00	0.00
3952	0.00	0.00
3969	0.00	0.00
3984	0.00	0.00
4000	0.00	0.00
4017	0.00	0.00
4032	0.00	0.00
4048	0.00	0.00
4065	0.00	0.00
4080	0.00	0.00
4097	0.00	0.00
4112	0.00	0.00
4128	0.00	0.00
4145	0.00	0.00
4160	0.00	0.00
4176	0.00	0.00
4193	0.00	0.00
4208	0.00	0.00
4225	0.00	0.00
4240	0.00	0.00
4256	0.00	0.00
4273	0.00	0.00
4288	0.00	0.00
4304	0.00	0.00
4321	0.00	0.00
4336	0.00	0.00
4353	0.00	0.00
4368	0.00	0.00
4384	0.00	0.00
4401	0.00	0.00
4416	0.00	0.00
4432	0.00	0.00
4449	0.00	0.00
4464	0.00	0.00
4481	0.00	0.00
4496	0.00	0.00
4512	0.00	0.00
4529	0.00	0.00
4544	0.00	0.00
4560	0.00	0.00
4577	0.00	0.00
4592	0.00	0.00
4609	0.00	0.00
4624	0.00	0.00
4640	0.00	0.00
4657	0.00	0.00
4672	0.00	0.00
4688	0.00	0.00
4705	0.00	0.00
4720	0.00	0.00
4737	0.00	0.00
4752	0.00	0.00
4768	0.00	0.00
4785	0.00	0.00
4800	0.00	0.00
4816	0.00	0.00
4833	0.00	0.00
4848	0.00	0.00
4865	0.00	0.00
4880	0.00	0.00
4896	0.00	0.00
4913	0.00	0.00
4928	0.00	0.00
4944	0.00	0.00
4961	0.00	0.00
4976	0.00	0.00
4993	0.00	0.00
5008	0.00	0.00
5024	0.00	0.00
5041	0.00	0.00
5056	0.00	0.00
5072	0.00	0.00
5089	0.00	0.00
5104	0.00	0.00
5121	0.00	0.00
5136	0.00	0.00
5152	0.00	0.00
5169	0.00	0.00
5184	0.00	0.00
5200	0.00	0.00
5217	0.00	0.00
5232	0.00	0.00
5249	0.00	0.00
5264	0.00	0.00
5280	0.00	0.00
5297	0.00	0.00
5312	0.00	0.00
5328	0.00	0.00
5345	0.00	0.00
5360	0.00	0.00
5377	0.00	0.00
5392	0.00	0.00
5408	0.00	0.00
5425	0.00	0.00
5440	0.00	0.00
5456	0.00	0.00
5473	0.00	0.00
5488	0.00	0.00
5505	0.00	0.00
5520	0.00	0.00
5536	0.00	0.00
5553	0.00	0.00
5568	0.00	0.00
5584	0.00	0.00
5601	0.00	0.00
5616	0.00	0.00
5633	0.00	0.00
5648	0.00	0.00
5664	0.00	0.00
5681	0.00	0.00
5696	0.00	0.00
5712	0.00	0.00
5729	0.00	0.00
5744	0.00	0.00
5761	0.00	0.00
5776	0.00	0.00
5792	0.00	0.00
5809	0.00	0.00
5824	0.00	0.00
5840	0.00	0.00
5857	0.00	0.00
5872	0.00	0.00
5889	0.00	0.00
5904	0.00	0.00
5920	0.00	0.00
5937	0.00	0.00
5952	0.00	0.00
5968	0.00	0.00
5985	0.00	0.00
6000	0.00	0.00
6017	0.00	0.00
6032	0.00	0.00
6048	0.00	0.00
6065	0.00	0.00
6080	0.00	0.00
6096	0.00	0.00
6113	0.00	0.00
6128	0.00	0.00
6145	0.00	0.00
6160	0.00	0.00
6176	0.00	0.00
6193	0.00	0.00
6208	0.00	0.00
6224	0.00	0.00
6241	0.00	0.00
2
6256	0.00	0.00
6273	0.00	0.00
6288	0.00	0.00
6304	0.00	0.00
6321	0.00	0.00
6336	0.00	0.00
6352	0.00	0.00
6369	0.00	0.00
6384	0.00	0.00
6401	0.00	0.00
6416	0.00	0.00
6432	0.00	0.00
6449	0.00	0.00
6464	0.00	0.00
6480	0.00	0.00
6497	0.00	0.00
6512	0.00	0.00
6529	0.00	0.00
6544	0.00	0.00
6560	0.00	0.00
6577	0.00	0.00
6592	0.00	0.00
6608	0.00	0.00
6625	0.00	0.00
6640	0.00	0.00
6657	0.00	0.00
6672	0.00	0.00
6688	0.00	0.00
6705	0.00	0.00
6720	0.00	0.00
6736	0.00	0.00
6753	0.00	0.00
6768	0.00	0.00
6785	0.00	0.00
6800	0.00	0.00
6816	0.00	0.00
6833	0.00	0.00
6848	0.00	0.00
6864	0.00	0.00
6881	0.00	0.00
6896	0.00	0.00
6913	0.00	0.00
6928	0.00	0.00
6944	0.00	0.00
6961	0.00	0.00
6976	0.00	0.00
6992	0.00	0.00
7009	0.00	0.00
7024	0.00	0.00
7041	0.00	0.00
7056	0.00	0.00
7072	0.00	0.00
7089	0.00	0.00
7104	0.00	0.00
7120	0.00	0.00
7137	0.00	0.00
7152	0.00	0.00
7169	0.00	0.00
7184	0.00	0.00
7200	0.00	0.00
7217	0.00	0.00
7232	0.00	0.00
7248	0.00	0.00
7265	0.00	0.00
7280	-0.19	0.19
7297	-0.37	0.31
7313	-0.50	0.31
7328	-0.37	0.37
7345	-0.44	0.50
7360	-0.44	0.50
